Application Name:	ZOOMA (Automatic Ontology Mapper)
Version:	2.0
Run at:	20:28.03, 13.06.20
Run from:	http://www.ebi.ac.uk/fgpt/zooma


PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Other and unspecified urticaria	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified urticaria	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung carcinoma		Medium	EFO_0001071	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	malignant epithelioid mesothelioma		Medium	EFO_0006452	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	family history of lung cancer, lung carcinoma	; 	Medium	EFO_0006953, EFO_0001071	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Peritoneal Mesothelioma		Medium	EFO_1000467	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	large cell lung carcinoma		Medium	EFO_0003050	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	small cell lung carcinoma		Medium	EFO_0000702	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	malignant pleural mesothelioma		Medium	EFO_0000770	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	mesothelioma		Medium	EFO_0000588	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung adenocarcinoma		Medium	EFO_0000571	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Sarcomatoid Mesothelioma		Medium	EFO_1000521	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung carcinoma		Medium	EFO_0001071	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Malignant Mesothelioma		Medium	EFO_1000355	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	malignant peritoneal mesothelioma		Medium	EFO_0005567	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	non-small cell lung carcinoma		Medium	EFO_0003060	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	gastric carcinoma, lung carcinoma, squamous cell carcinoma	; ; 	Medium	EFO_0000178, EFO_0001071, EFO_0000707	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung carcinoma, squamous cell carcinoma	; 	Medium	EFO_0001071, EFO_0000707	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung cancer cell line		Medium	EFO_0002934	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	CN130014		Medium	CN130014	http://identifiers.org/medgen/	https://www.ncbi.nlm.nih.gov/clinvar	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	C1968897		Medium	C1968897	http://identifiers.org/medgen/	https://www.ncbi.nlm.nih.gov/clinvar	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Pleural Mesothelioma		Medium	EFO_1000485	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	smoking status measurement, lung carcinoma	; 	Medium	EFO_0006527, EFO_0001071	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung carcinoma		Medium	EFO_0001071	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	malignant epithelioid mesothelioma		Medium	EFO_0006452	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	family history of lung cancer, lung carcinoma	; 	Medium	EFO_0006953, EFO_0001071	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Peritoneal Mesothelioma		Medium	EFO_1000467	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	large cell lung carcinoma		Medium	EFO_0003050	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	small cell lung carcinoma		Medium	EFO_0000702	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	malignant pleural mesothelioma		Medium	EFO_0000770	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	mesothelioma		Medium	EFO_0000588	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung adenocarcinoma		Medium	EFO_0000571	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Sarcomatoid Mesothelioma		Medium	EFO_1000521	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung carcinoma		Medium	EFO_0001071	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Malignant Mesothelioma		Medium	EFO_1000355	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	malignant peritoneal mesothelioma		Medium	EFO_0005567	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	non-small cell lung carcinoma		Medium	EFO_0003060	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	gastric carcinoma, lung carcinoma, squamous cell carcinoma	; ; 	Medium	EFO_0000178, EFO_0001071, EFO_0000707	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung carcinoma, squamous cell carcinoma	; 	Medium	EFO_0001071, EFO_0000707	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	lung cancer cell line		Medium	EFO_0002934	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	CN130014		Medium	CN130014	http://identifiers.org/medgen/	https://www.ncbi.nlm.nih.gov/clinvar	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	C1968897		Medium	C1968897	http://identifiers.org/medgen/	https://www.ncbi.nlm.nih.gov/clinvar	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	Pleural Mesothelioma		Medium	EFO_1000485	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung cancer and mesothelioma	smoking status measurement, lung carcinoma	; 	Medium	EFO_0006527, EFO_0001071	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lung transplantation	lung		Good	UBERON_0002048	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Achilles tendinitis	tendinitis		Medium	MONDO_0004857	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Achilles tendinitis	Achilles tendon contracture		Medium	HP_0001771	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Adhesive capsulitis of shoulder	frozen shoulder		Good	EFO_1000941	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Alogoneurodystrophy	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ankylosing spondylitis	ankylosing spondylitis		High	EFO_0003898	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Arthropathies in other diseases classified elsewhere	cardiomyopathy		Medium	EFO_0000318	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Arthropathies in other diseases classified elsewhere	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ohter specific/unspecified arthritis	unspecified juvenile idiopathic arthritis		Medium	EFO_0009734	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ohter specific/unspecified arthritis	arthritis		Medium	EFO_0005856	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Arthropathies	joint disease		Medium	EFO_1000999	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Arthropathies	psoriatic arthritis		Medium	EFO_0003778	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Arthrosis	osteoarthritis		Good	EFO_0002506	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gonarthrosis	osteoarthritis, knee		High	EFO_0004616	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other arthrosis	osteoarthritis		High	EFO_0002506	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Polyarhtrosis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Coxarthrosis	osteoarthritis, hip		High	EFO_1000786	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Synovial cyst of popliteal space [Baker]	breast cyst		Good	EFO_1000848	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bicipital tendinitis	tendinitis		Good	MONDO_0004857	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Biomechanical lesions, not elsewhere classified	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Biomechanical lesions, not elsewhere classified	cardiomyopathy		Medium	EFO_0000318	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of continuity of bone	bone disease		High	EFO_0004260	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of bone density and structure	bone density		High	EFO_0003923	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified disorders of  bone/cartilage	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified disorders of  bone/cartilage	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other bursopathies	joint disease		High	EFO_1000999	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Calcific tendinitis of shoulder	frozen shoulder		Good	EFO_1000941	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other articular cartilage disorders	articular cartilage of joint		Medium	UBERON_0010996	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other articular cartilage disorders	articular cartilage disease		Medium	MONDO_0003816	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cervicalgia	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cervical disc disorders	cervical disc degenerative disorder		High	EFO_0009537	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cervicobrachial syndrome	Dubowitz syndrome		Medium	Orphanet_235	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cervicobrachial syndrome	Gardner syndrome		Medium	Orphanet_79665	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cervicocranial syndrome	Barre-Lieou syndrome		Good	EFO_0007165	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chondromalacia	chondromalacia		Good	MONDO_0002342	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chrondropathies	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified systemic involvement of connective tissue	autoimmune disease with skin involvement		Medium	MONDO_0017841	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified systemic involvement of connective tissue	Malformation syndrome with connective tissue involvement		Medium	Orphanet_139030	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other acquired deformities of musculoskeletal system and connective tissue	musculoskeletal system disease, connective tissue disease	; 	High	EFO_0009676, EFO_1001986	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Deforming dorsopathies	skeletal system disease		Good	EFO_0002461	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unsepecified deforming dorsopathies	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unsepecified deforming dorsopathies	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Radial styloid tenosynovitis [de Quervain]	De Quervain disease		Medium	EFO_1000891	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Radial styloid tenosynovitis [de Quervain]	Tenosynovitis		Medium	EFO_1001435	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dorsalgia	pain		High	EFO_0003843	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other/unspecified dorsalgia	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other/unspecified dorsalgia	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dorsopathies	skeletal system disease		Good	EFO_0002461	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified dorsopathies	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified dorsopathies	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other dorsopathies, not elsewhere classified	musculoskeletal system disease		High	EFO_0009676	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Palmar fascial fibromatosis [Dupuytren]	Palmar Fibromatosis		Medium	EFO_1000438	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Palmar fascial fibromatosis [Dupuytren]	fibromatosis		Medium	EFO_0000497	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Oher enthesopathy of foot (+metatarsalgia)	enthesopathy		Medium	EFO_0009666	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Oher enthesopathy of foot (+metatarsalgia)	Metatarsalgia		Medium	EFO_1001370	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Enthesopathies of lower limb, excluding foot	enthesopathy		High	EFO_0009666	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other/unspecified enthesopathies of lower limb, excluding foot	lower extremity fracture		Medium	EFO_0009512	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other/unspecified enthesopathies of lower limb, excluding foot	ulcer of lower limb		Medium	EFO_0007068	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other/unspecified enthesopathies, not elsewhere classified	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other/unspecified enthesopathies, not elsewhere classified	cardiovascular disease		Medium	EFO_0000319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other enthesopathies	enthesopathy		High	EFO_0009666	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fibroblastic disorders	fibroblastic disorder		High	EFO_0009432	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fibromyalgia	fibromyalgia		High	EFO_0005687	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Flat foot [pes planus] (acquired)	flatfoot		Good	EFO_0003874	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Residual foreign body in soft tissue	foreign body in gastrointestinal tract		Medium	EFO_0009526	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Residual foreign body in soft tissue	foreign body		Medium	EFO_0009525	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ganglion	basal ganglion		Medium	UBERON_0002420	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ganglion	inferior vagus X ganglion		Medium	UBERON_0005363	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ganglion	main ciliary ganglion		Medium	UBERON_0002058	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ganglion	retinal ganglion		Medium	EFO_0002691	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ganglion	trigeminal ganglion		Medium	UBERON_0001675	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Giant cell arteritis	temporal arteritis		High	EFO_1001209	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gout	gout		High	EFO_0004274	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hallux rigidus	Hallux valgus		Medium	HP_0001822	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hallux rigidus	Broad hallux phalanx		Medium	HP_0010059	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hallux valgus (acquired)	Hallux valgus		Good	HP_0001822	http://purl.obolibrary.org/obo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other hammer toe(s) (acquired)	Hammer Toe Syndrome		Good	EFO_1001336	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hypermobility syndrome	Hypermobile Ehlers-Danlos syndrome		Medium	Orphanet_285	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hypermobility syndrome	Joint hypermobility		Medium	HP_0001382	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Impingement syndrome of shoulder	shoulder impingement syndrome		Medium	EFO_1001178	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Impingement syndrome of shoulder	frozen shoulder		Medium	EFO_1000941	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Infective bursitis	bursitis		Medium	MONDO_0002471	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Infective bursitis	infective endocarditis		Medium	MONDO_0000565	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other intervertebral disc disorders	Intervertebral Disc Displacement		Good	EFO_1001800	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specific joint derangements/joint disorders	Syndrome with synostosis or other joint formation defect		Medium	Orphanet_93459	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specific joint derangements/joint disorders	Joint dislocation		Medium	HP_0001373	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other juvenile arthritis	juvenile idiopathic arthritis		Medium	EFO_0002609	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
